purchase_time,event_name,ticket_tier,tickets_bought,face_value,service_fee,total_charge,buyer_location,is_reseller
2023-10-01 18:20:00,Comedy Night,Balcony,1,150,29.03,2107.77,Out of State,False
2023-10-01 18:21:00,Comedy Night,Balcony,4,50,24.5,713.5,Out of State,False
2023-10-01 18:22:00,Symphony Orchestra,General Admin,2,25,5.15,1768.75,Out of State,False
2023-10-01 18:23:00,Rock Fest '24,Early Bird,4,150,19.59,502.02,International,False
2023-10-01 18:24:00,Comedy Night,General Admin,3,50,5.31,1460.1,International,False
2023-10-01 18:25:00,Rock Fest '24,Early Bird,3,50,20.12,554.12,International,False
2023-10-01 18:26:00,Rock Fest '24,Early Bird,4,25,44.88,2356.63,Local,False
2023-10-01 18:27:00,Tech Expo,General Admin,6,300,9.78,739.39,International,False
2023-10-01 18:28:00,Rock Fest '24,Balcony,4,300,40.31,510.21,Out of State,False
2023-10-01 18:29:00,Rock Fest '24,Balcony,1,50,21.01,86.24,International,False
2023-10-01 18:30:00,Rock Fest '24,Early Bird,3,150,29.18,137.55,Local,False
2023-10-01 18:31:00,Tech Expo,General Admin,7,300,35.34,446.71,Local,False
2023-10-01 18:32:00,Rock Fest '24,Early Bird,1,300,23.34,1221.95,Local,False
2023-10-01 18:33:00,Rock Fest '24,Balcony,2,300,5.38,638.11,Out of State,False
2023-10-01 18:34:00,Symphony Orchestra,Balcony,6,150,24.82,1003.25,Local,False
2023-10-01 18:35:00,Symphony Orchestra,Early Bird,5,25,34.31,1103.98,Out of State,False
2023-10-01 18:36:00,Tech Expo,Balcony,5,50,40.37,531.23,International,False
2023-10-01 18:37:00,Tech Expo,General Admin,6,25,11.92,2103.37,International,False
2023-10-01 18:38:00,Rock Fest '24,VIP,6,50,26.22,793.01,International,False
2023-10-01 18:39:00,Rock Fest '24,Early Bird,3,50,16.33,1609.71,Local,False
2023-10-01 18:40:00,Symphony Orchestra,General Admin,3,50,40.29,2250.01,Local,False
2023-10-01 18:41:00,Comedy Night,VIP,4,300,29.88,2288.64,International,True
2023-10-01 18:42:00,Comedy Night,General Admin,1,25,11.52,117.52,Local,False
2023-10-01 18:43:00,Rock Fest '24,Balcony,2,300,16.95,121.56,Local,False
2023-10-01 18:44:00,Rock Fest '24,Early Bird,2,50,41.48,1102.53,Local,False
2023-10-01 18:45:00,Tech Expo,Early Bird,3,25,13.67,309.58,International,False
2023-10-01 18:46:00,Rock Fest '24,Balcony,4,300,11.22,170.36,Local,False
2023-10-01 18:47:00,Comedy Night,General Admin,3,25,8.44,1788.4,Out of State,False
2023-10-01 18:48:00,Symphony Orchestra,General Admin,2,25,18.0,2127.93,Local,False
2023-10-01 18:49:00,Rock Fest '24,Early Bird,2,150,18.92,429.2,International,False
2023-10-01 18:50:00,Comedy Night,General Admin,7,50,9.72,966.0,Out of State,False
2023-10-01 18:51:00,Symphony Orchestra,VIP,3,50,13.0,653.07,International,False
2023-10-01 18:52:00,Tech Expo,General Admin,2,150,36.96,2313.71,International,False
2023-10-01 18:53:00,Symphony Orchestra,VIP,6,25,42.35,1274.12,Out of State,False
2023-10-01 18:54:00,Symphony Orchestra,Early Bird,3,50,24.44,1895.13,Local,False
2023-10-01 18:55:00,Tech Expo,Balcony,4,150,13.29,167.69,Out of State,True
2023-10-01 18:56:00,Symphony Orchestra,General Admin,3,300,21.1,1891.88,Local,False
2023-10-01 18:57:00,Symphony Orchestra,VIP,6,150,18.17,218.85,International,False
2023-10-01 18:58:00,Rock Fest '24,VIP,3,300,39.98,835.94,Out of State,False
2023-10-01 18:59:00,Symphony Orchestra,Early Bird,7,50,13.9,1642.14,International,False
2023-10-01 19:00:00,Rock Fest '24,Early Bird,1,25,36.39,2354.78,Local,False
2023-10-01 19:01:00,Symphony Orchestra,Early Bird,1,150,34.57,1672.45,Local,False
2023-10-01 19:02:00,Comedy Night,General Admin,1,300,26.59,399.78,International,False
2023-10-01 19:03:00,Comedy Night,Early Bird,7,150,23.49,260.78,Local,False
2023-10-01 19:04:00,Rock Fest '24,Balcony,7,150,35.4,1751.0,Out of State,False
2023-10-01 19:05:00,Comedy Night,VIP,6,300,19.06,1704.99,Out of State,False
2023-10-01 19:06:00,Tech Expo,VIP,3,300,35.8,1863.88,Out of State,False
2023-10-01 19:07:00,Comedy Night,Early Bird,2,25,33.49,314.93,Local,False
2023-10-01 19:08:00,Rock Fest '24,VIP,6,150,28.98,1677.68,Local,False
2023-10-01 19:09:00,Rock Fest '24,General Admin,7,50,29.44,1588.83,Local,False
2023-10-01 19:10:00,Comedy Night,VIP,5,25,21.25,272.44,International,False
2023-10-01 19:11:00,Comedy Night,Early Bird,3,150,31.21,1044.6,Local,False
2023-10-01 19:12:00,Tech Expo,General Admin,6,25,39.83,1594.69,International,False
2023-10-01 19:13:00,Symphony Orchestra,Balcony,2,25,28.39,1045.89,Out of State,False
2023-10-01 19:14:00,Tech Expo,Balcony,2,50,28.27,744.22,Local,False
2023-10-01 19:15:00,Symphony Orchestra,VIP,7,150,6.25,1024.08,International,False
2023-10-01 19:16:00,Symphony Orchestra,Early Bird,6,150,13.92,1458.11,Local,False
2023-10-01 19:17:00,Tech Expo,Balcony,4,150,12.1,546.29,International,False
2023-10-01 19:18:00,Symphony Orchestra,Balcony,4,50,30.05,777.69,International,False
2023-10-01 19:19:00,Tech Expo,Early Bird,3,25,43.38,667.66,Local,False
2023-10-01 19:20:00,Symphony Orchestra,Balcony,2,50,32.69,848.07,International,False
2023-10-01 19:21:00,Comedy Night,General Admin,2,150,22.19,2144.76,International,False
2023-10-01 19:22:00,Rock Fest '24,Balcony,7,300,23.54,1987.24,International,False
2023-10-01 19:23:00,Tech Expo,General Admin,4,25,16.7,400.28,Local,False
2023-10-01 19:24:00,Tech Expo,VIP,1,150,30.51,1253.98,International,False
2023-10-01 19:25:00,Comedy Night,General Admin,5,300,6.48,2498.56,Out of State,False
2023-10-01 19:26:00,Comedy Night,Balcony,6,25,27.84,1732.64,International,False
2023-10-01 19:27:00,Comedy Night,Early Bird,1,150,42.75,2255.39,Out of State,False
2023-10-01 19:28:00,Symphony Orchestra,Early Bird,7,300,29.2,384.26,Out of State,False
2023-10-01 19:29:00,Tech Expo,Early Bird,4,25,19.05,2483.35,Local,False
2023-10-01 19:30:00,Rock Fest '24,Early Bird,1,300,14.86,1256.58,Out of State,False
2023-10-01 19:31:00,Tech Expo,Early Bird,6,25,41.86,1380.06,Out of State,False
2023-10-01 19:32:00,Rock Fest '24,Early Bird,4,150,27.68,1532.37,International,False
2023-10-01 19:33:00,Symphony Orchestra,General Admin,3,50,42.71,1842.1,Local,False
2023-10-01 19:34:00,Tech Expo,General Admin,7,25,33.02,890.87,Local,False
2023-10-01 19:35:00,Tech Expo,Balcony,6,25,42.86,1629.41,Local,False
2023-10-01 19:36:00,Comedy Night,Balcony,2,50,31.36,475.5,Out of State,False
2023-10-01 19:37:00,Tech Expo,VIP,1,300,6.46,330.15,Local,False
2023-10-01 19:38:00,Symphony Orchestra,General Admin,3,25,12.52,755.57,Out of State,False
2023-10-01 19:39:00,Comedy Night,Balcony,6,150,26.7,1504.95,International,False
2023-10-01 19:40:00,Comedy Night,VIP,7,300,32.71,2332.8,Local,False
2023-10-01 19:41:00,Symphony Orchestra,General Admin,3,300,16.68,1183.58,Local,False
2023-10-01 19:42:00,Rock Fest '24,Balcony,3,150,38.69,299.17,Out of State,False
2023-10-01 19:43:00,Tech Expo,Early Bird,2,50,36.62,807.19,International,False
2023-10-01 19:44:00,Tech Expo,VIP,4,50,25.81,2481.85,Local,False
2023-10-01 19:45:00,Tech Expo,Balcony,3,300,19.82,1604.84,Out of State,False
2023-10-01 19:46:00,Rock Fest '24,General Admin,4,300,41.12,1250.24,Local,False
2023-10-01 19:47:00,Tech Expo,Early Bird,3,150,30.02,199.04,International,False
2023-10-01 19:48:00,Rock Fest '24,General Admin,3,300,14.75,1899.32,International,False
2023-10-01 19:49:00,Tech Expo,VIP,6,50,40.85,186.05,Local,False
2023-10-01 19:50:00,Comedy Night,Early Bird,7,150,39.1,1508.4,International,False
2023-10-01 19:51:00,Rock Fest '24,VIP,1,50,10.13,418.84,Out of State,False
2023-10-01 19:52:00,Comedy Night,Balcony,7,150,39.48,942.97,Out of State,False
2023-10-01 19:53:00,Rock Fest '24,VIP,2,25,22.74,956.02,Out of State,False
2023-10-01 19:54:00,Tech Expo,General Admin,5,150,24.39,322.14,Out of State,False
2023-10-01 19:55:00,Comedy Night,Balcony,1,25,17.25,1639.24,Local,False
2023-10-01 19:56:00,Rock Fest '24,General Admin,4,300,28.23,1251.83,Out of State,False
2023-10-01 19:57:00,Symphony Orchestra,VIP,4,300,17.74,2112.11,Out of State,False
2023-10-01 19:58:00,Tech Expo,Balcony,2,300,38.41,815.67,Out of State,False
2023-10-01 19:59:00,Rock Fest '24,Balcony,1,150,22.42,65.13,Local,False
2023-10-01 20:00:00,Comedy Night,General Admin,7,300,31.37,274.22,Out of State,False
2023-10-01 20:01:00,Symphony Orchestra,General Admin,2,25,5.14,861.5,Local,False
2023-10-01 20:02:00,Comedy Night,General Admin,6,300,32.54,2147.24,International,False
2023-10-01 20:03:00,Symphony Orchestra,Balcony,1,150,9.04,74.78,Out of State,False
2023-10-01 20:04:00,Comedy Night,VIP,4,150,33.81,1813.69,Out of State,False
2023-10-01 20:05:00,Comedy Night,Balcony,2,25,12.05,1652.21,Out of State,False
2023-10-01 20:06:00,Rock Fest '24,VIP,6,150,12.47,1907.73,Local,False
2023-10-01 20:07:00,Rock Fest '24,General Admin,2,300,28.09,868.02,International,False
2023-10-01 20:08:00,Rock Fest '24,Early Bird,1,50,17.64,1841.7,Local,False
2023-10-01 20:09:00,Symphony Orchestra,Balcony,2,300,41.69,303.7,Local,False
2023-10-01 20:10:00,Comedy Night,General Admin,2,50,15.42,1800.07,Local,False
2023-10-01 20:11:00,Tech Expo,General Admin,2,150,15.96,204.78,Out of State,False
2023-10-01 20:12:00,Tech Expo,VIP,7,50,5.36,1824.64,International,False
2023-10-01 20:13:00,Symphony Orchestra,General Admin,5,150,6.41,2336.54,International,False
2023-10-01 20:14:00,Symphony Orchestra,General Admin,6,300,35.27,1759.74,Out of State,False
2023-10-01 20:15:00,Rock Fest '24,VIP,1,150,42.01,2266.78,International,False
2023-10-01 20:16:00,Rock Fest '24,VIP,5,50,27.35,536.7,International,False
2023-10-01 20:17:00,Symphony Orchestra,Early Bird,3,50,41.65,529.08,Out of State,False
2023-10-01 20:18:00,Rock Fest '24,General Admin,3,300,16.19,619.14,Local,False
2023-10-01 20:19:00,Tech Expo,VIP,7,150,21.1,844.05,Local,False
2023-10-01 20:20:00,Tech Expo,VIP,4,300,41.19,846.65,Out of State,False
2023-10-01 20:21:00,Symphony Orchestra,Early Bird,6,50,34.69,833.31,International,False
2023-10-01 20:22:00,Tech Expo,General Admin,5,300,42.92,263.45,Out of State,False
2023-10-01 20:23:00,Tech Expo,Balcony,3,300,10.22,2456.73,Local,False
2023-10-01 20:24:00,Tech Expo,Balcony,4,50,35.75,263.04,Local,False
2023-10-01 20:25:00,Rock Fest '24,General Admin,4,300,10.57,2145.86,International,False
2023-10-01 20:26:00,Tech Expo,Early Bird,3,300,17.19,1286.83,International,True
2023-10-01 20:27:00,Symphony Orchestra,Balcony,1,300,37.63,118.69,Local,False
2023-10-01 20:28:00,Tech Expo,Balcony,5,300,38.81,918.27,Local,False
2023-10-01 20:29:00,Tech Expo,General Admin,4,50,36.7,1487.32,Local,False
2023-10-01 20:30:00,Rock Fest '24,General Admin,6,25,6.51,1639.32,Local,True
2023-10-01 20:31:00,Tech Expo,VIP,5,300,7.66,1751.77,Local,False
2023-10-01 20:32:00,Tech Expo,General Admin,3,25,9.26,1006.99,Out of State,False
2023-10-01 20:33:00,Rock Fest '24,Early Bird,4,25,40.73,1991.74,Out of State,False
2023-10-01 20:34:00,Rock Fest '24,VIP,7,150,9.48,937.49,Local,False
2023-10-01 20:35:00,Symphony Orchestra,VIP,3,50,20.74,466.23,Local,False
2023-10-01 20:36:00,Tech Expo,VIP,2,25,16.66,2094.39,Out of State,False
2023-10-01 20:37:00,Symphony Orchestra,Balcony,6,50,5.16,1046.77,International,False
2023-10-01 20:38:00,Tech Expo,Early Bird,6,150,44.43,944.11,International,False
2023-10-01 20:39:00,Comedy Night,Balcony,5,50,36.92,532.46,Out of State,False
2023-10-01 20:40:00,Symphony Orchestra,General Admin,7,50,11.07,1881.25,Local,False
2023-10-01 20:41:00,Comedy Night,Balcony,1,25,40.05,953.99,Out of State,True
2023-10-01 20:42:00,Symphony Orchestra,General Admin,6,300,25.02,265.3,International,False
2023-10-01 20:43:00,Symphony Orchestra,VIP,4,150,15.02,119.93,Local,False
2023-10-01 20:44:00,Tech Expo,General Admin,7,50,40.77,2170.52,Local,False
2023-10-01 20:45:00,Rock Fest '24,Balcony,3,300,34.2,502.01,Out of State,False
2023-10-01 20:46:00,Symphony Orchestra,Early Bird,3,50,9.58,1985.79,International,False
2023-10-01 20:47:00,Rock Fest '24,VIP,5,25,6.45,669.23,Local,False
2023-10-01 20:48:00,Symphony Orchestra,Balcony,5,25,25.63,850.46,Out of State,False
2023-10-01 20:49:00,Symphony Orchestra,General Admin,4,25,26.91,1680.61,Local,False
2023-10-01 20:50:00,Tech Expo,Balcony,3,150,7.93,488.73,Out of State,False
2023-10-01 20:51:00,Symphony Orchestra,Early Bird,5,25,10.95,916.87,Out of State,False
2023-10-01 20:52:00,Rock Fest '24,VIP,2,300,37.83,35.09,International,False
2023-10-01 20:53:00,Symphony Orchestra,VIP,2,50,16.33,2422.08,Out of State,False
2023-10-01 20:54:00,Comedy Night,Early Bird,1,150,28.76,2191.99,Local,True
2023-10-01 20:55:00,Comedy Night,Early Bird,1,25,14.2,658.36,International,False
2023-10-01 20:56:00,Symphony Orchestra,Balcony,4,300,5.18,623.68,International,True
2023-10-01 20:57:00,Comedy Night,Early Bird,5,50,35.65,1231.88,International,False
2023-10-01 20:58:00,Comedy Night,Early Bird,5,150,37.3,1305.76,Out of State,False
2023-10-01 20:59:00,Comedy Night,Balcony,2,150,19.34,1563.89,International,False
2023-10-01 21:00:00,Symphony Orchestra,General Admin,3,150,24.06,2477.13,Local,False
2023-10-01 21:01:00,Comedy Night,VIP,1,150,13.95,987.0,Out of State,False
2023-10-01 21:02:00,Symphony Orchestra,General Admin,1,300,16.95,632.58,Local,False
2023-10-01 21:03:00,Comedy Night,General Admin,3,50,5.35,601.53,International,False
2023-10-01 21:04:00,Rock Fest '24,VIP,2,50,39.58,2317.14,International,False
2023-10-01 21:05:00,Symphony Orchestra,General Admin,7,50,42.64,1354.95,Out of State,False
2023-10-01 21:06:00,Symphony Orchestra,General Admin,1,25,15.6,884.13,Out of State,False
2023-10-01 21:07:00,Tech Expo,General Admin,7,50,42.62,1261.76,Out of State,False
2023-10-01 21:08:00,Symphony Orchestra,General Admin,2,150,29.37,993.43,International,False
2023-10-01 21:09:00,Comedy Night,Balcony,4,25,22.61,2173.42,International,False
2023-10-01 21:10:00,Tech Expo,Early Bird,7,150,16.04,2179.73,International,False
2023-10-01 21:11:00,Symphony Orchestra,Balcony,4,300,16.17,854.29,International,False
2023-10-01 21:12:00,Symphony Orchestra,Early Bird,5,150,15.74,1514.24,Local,False
2023-10-01 21:13:00,Symphony Orchestra,Early Bird,1,50,32.89,1184.96,Local,False
2023-10-01 21:14:00,Rock Fest '24,Early Bird,3,300,40.39,1283.05,Out of State,False
2023-10-01 21:15:00,Tech Expo,General Admin,7,50,16.54,408.96,Local,False
2023-10-01 21:16:00,Rock Fest '24,General Admin,3,300,11.78,1858.73,International,False
2023-10-01 21:17:00,Rock Fest '24,VIP,7,300,13.6,1163.97,Out of State,False
2023-10-01 21:18:00,Symphony Orchestra,General Admin,3,300,16.86,1741.74,Local,False
2023-10-01 21:19:00,Tech Expo,General Admin,4,150,21.6,871.15,Local,False
2023-10-01 21:20:00,Tech Expo,General Admin,2,150,5.08,2269.76,International,False
2023-10-01 21:21:00,Comedy Night,General Admin,1,25,30.52,586.97,Out of State,False
2023-10-01 21:22:00,Comedy Night,Balcony,6,300,33.32,438.8,Out of State,False
2023-10-01 21:23:00,Rock Fest '24,VIP,2,150,8.65,2056.63,International,False
2023-10-01 21:24:00,Tech Expo,Balcony,5,300,21.87,1343.3,Local,False
2023-10-01 21:25:00,Tech Expo,VIP,1,25,21.96,1563.23,International,False
2023-10-01 21:26:00,Tech Expo,General Admin,5,50,40.27,1149.72,Out of State,False
2023-10-01 21:27:00,Comedy Night,General Admin,1,300,32.68,401.09,Out of State,False
2023-10-01 21:28:00,Symphony Orchestra,General Admin,7,50,5.02,983.19,Local,False
2023-10-01 21:29:00,Symphony Orchestra,VIP,4,25,32.21,2052.9,International,False
2023-10-01 21:30:00,Symphony Orchestra,Balcony,2,50,5.76,1006.24,Local,False
2023-10-01 21:31:00,Tech Expo,Early Bird,2,150,14.13,301.19,Local,False
2023-10-01 21:32:00,Comedy Night,Early Bird,6,150,13.17,1184.66,Local,False
2023-10-01 21:33:00,Symphony Orchestra,Balcony,7,300,19.09,353.6,Local,False
2023-10-01 21:34:00,Symphony Orchestra,Early Bird,7,150,35.79,1953.16,Local,False
2023-10-01 21:35:00,Symphony Orchestra,Early Bird,4,25,32.49,1791.17,International,False
2023-10-01 21:36:00,Rock Fest '24,Early Bird,1,150,29.56,219.45,International,False
2023-10-01 21:37:00,Symphony Orchestra,Balcony,2,50,40.21,391.33,Out of State,False
2023-10-01 21:38:00,Symphony Orchestra,Balcony,6,300,35.4,2219.15,Local,False
2023-10-01 21:39:00,Comedy Night,VIP,5,300,11.72,1916.63,Local,False
2023-10-01 21:40:00,Symphony Orchestra,Balcony,1,300,9.61,659.95,Local,False
2023-10-01 21:41:00,Symphony Orchestra,General Admin,7,300,16.37,2261.82,International,False
2023-10-01 21:42:00,Comedy Night,Early Bird,6,150,5.01,2425.38,Out of State,False
2023-10-01 21:43:00,Comedy Night,General Admin,4,50,39.37,188.53,Local,False
2023-10-01 21:44:00,Symphony Orchestra,VIP,1,150,22.35,2156.43,Out of State,False
2023-10-01 21:45:00,Tech Expo,VIP,4,50,33.49,905.25,Local,False
2023-10-01 21:46:00,Comedy Night,VIP,6,300,13.69,103.44,Out of State,False
2023-10-01 21:47:00,Comedy Night,Early Bird,7,25,8.84,454.57,Out of State,False
2023-10-01 21:48:00,Tech Expo,VIP,3,300,37.59,1150.99,International,True
2023-10-01 21:49:00,Symphony Orchestra,General Admin,2,25,38.7,1826.53,International,False
2023-10-01 21:50:00,Symphony Orchestra,General Admin,2,150,6.09,1361.17,Local,True
2023-10-01 21:51:00,Rock Fest '24,VIP,1,150,8.85,2299.22,Local,False
2023-10-01 21:52:00,Symphony Orchestra,VIP,5,300,43.57,1658.17,Out of State,False
2023-10-01 21:53:00,Symphony Orchestra,VIP,1,50,27.84,725.3,Local,True
2023-10-01 21:54:00,Rock Fest '24,Early Bird,6,25,37.5,756.89,Out of State,False
2023-10-01 21:55:00,Symphony Orchestra,General Admin,7,300,12.03,706.84,International,False
2023-10-01 21:56:00,Tech Expo,Early Bird,5,50,42.36,1663.12,International,False
2023-10-01 21:57:00,Tech Expo,VIP,7,300,20.79,1276.94,International,False
2023-10-01 21:58:00,Symphony Orchestra,Early Bird,1,25,22.59,510.86,Local,True
2023-10-01 21:59:00,Comedy Night,General Admin,7,300,15.46,997.64,International,False
2023-10-01 22:00:00,Symphony Orchestra,VIP,7,300,40.92,1198.05,Local,False
2023-10-01 22:01:00,Rock Fest '24,VIP,6,150,11.56,1156.05,Out of State,False
2023-10-01 22:02:00,Tech Expo,Early Bird,1,25,14.05,761.61,International,False
2023-10-01 22:03:00,Rock Fest '24,Balcony,2,150,22.31,315.79,International,False
2023-10-01 22:04:00,Comedy Night,Early Bird,2,300,25.27,966.74,Local,True
2023-10-01 22:05:00,Rock Fest '24,General Admin,7,150,10.51,703.25,Local,False
2023-10-01 22:06:00,Comedy Night,General Admin,1,150,12.84,1379.27,Out of State,False
2023-10-01 22:07:00,Symphony Orchestra,General Admin,4,50,28.06,1511.84,Out of State,False
2023-10-01 22:08:00,Comedy Night,VIP,3,25,43.06,1101.69,Local,False
2023-10-01 22:09:00,Tech Expo,Early Bird,7,300,16.71,1672.74,Local,False
2023-10-01 22:10:00,Symphony Orchestra,Balcony,2,300,10.74,1040.37,Out of State,False
2023-10-01 22:11:00,Comedy Night,Balcony,2,25,21.1,2128.13,International,False
2023-10-01 22:12:00,Symphony Orchestra,General Admin,1,50,41.0,1456.1,International,False
2023-10-01 22:13:00,Symphony Orchestra,VIP,3,25,32.15,1903.81,International,True
2023-10-01 22:14:00,Symphony Orchestra,General Admin,6,25,41.48,312.2,Out of State,True
2023-10-01 22:15:00,Rock Fest '24,Early Bird,7,25,6.87,743.95,Local,True
2023-10-01 22:16:00,Symphony Orchestra,Early Bird,7,50,10.3,200.33,International,False
2023-10-01 22:17:00,Tech Expo,General Admin,2,150,7.49,2183.19,Out of State,False
2023-10-01 22:18:00,Symphony Orchestra,General Admin,7,300,36.12,2065.91,International,False
2023-10-01 22:19:00,Rock Fest '24,General Admin,2,300,36.0,912.52,Local,False
2023-10-01 22:20:00,Comedy Night,General Admin,3,150,38.71,1054.52,Local,False
2023-10-01 22:21:00,Symphony Orchestra,VIP,5,300,16.73,353.72,Local,False
2023-10-01 22:22:00,Tech Expo,VIP,4,25,39.6,903.37,International,True
2023-10-01 22:23:00,Tech Expo,General Admin,7,25,7.37,622.81,Out of State,False
2023-10-01 22:24:00,Symphony Orchestra,General Admin,4,300,38.06,2075.72,International,False
2023-10-01 22:25:00,Tech Expo,Early Bird,4,150,41.84,45.22,Local,False
2023-10-01 22:26:00,Symphony Orchestra,Early Bird,6,300,24.03,1571.93,Out of State,False
2023-10-01 22:27:00,Symphony Orchestra,Early Bird,6,300,9.72,503.49,International,False
2023-10-01 22:28:00,Rock Fest '24,Balcony,4,25,19.19,609.71,International,False
2023-10-01 22:29:00,Tech Expo,General Admin,3,300,16.73,2216.99,Out of State,False
2023-10-01 22:30:00,Rock Fest '24,General Admin,6,150,11.16,355.37,Local,False
2023-10-01 22:31:00,Comedy Night,Balcony,2,25,35.28,191.17,Local,False
2023-10-01 22:32:00,Rock Fest '24,VIP,3,50,28.31,613.21,Local,True
2023-10-01 22:33:00,Rock Fest '24,General Admin,6,50,25.58,2492.38,Out of State,False
2023-10-01 22:34:00,Comedy Night,VIP,1,25,43.58,1946.62,Local,False
